source_id,company,symbol,document_type,title,issuer,published_date,period_covered,url,primary_or_secondary,accessed_date,claim_or_metric_supported,notes
ADANIGREEN-SCR-01,Adani Green Energy Ltd,ADANIGREEN,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADANIGREEN/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADANIGREEN-PXW-01,Adani Green Energy Ltd,ADANIGREEN,Market data,ADANIGREEN.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADANIGREEN.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADANIPORTS-SCR-01,Adani Ports & Special Economic Zone Ltd,ADANIPORTS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADANIPORTS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADANIPORTS-PXW-01,Adani Ports & Special Economic Zone Ltd,ADANIPORTS,Market data,ADANIPORTS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADANIPORTS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADANIPOWER-SCR-01,Adani Power Ltd,ADANIPOWER,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADANIPOWER/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADANIPOWER-PXW-01,Adani Power Ltd,ADANIPOWER,Market data,ADANIPOWER.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADANIPOWER.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADFFOODS-SCR-01,ADF Foods Ltd,ADFFOODS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADFFOODS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADFFOODS-PXW-01,ADF Foods Ltd,ADFFOODS,Market data,ADFFOODS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADFFOODS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADL-SCR-01,Archidply Decor Ltd,ADL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADL-PXW-01,Archidply Decor Ltd,ADL,Market data,ADL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADOR-SCR-01,Ador Welding Ltd,ADOR,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADOR/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADOR-PXW-01,Ador Welding Ltd,ADOR,Market data,ADOR.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADOR.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADROITINFO-SCR-01,Adroit Infotech Ltd,ADROITINFO,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADROITINFO/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADROITINFO-PXW-01,Adroit Infotech Ltd,ADROITINFO,Market data,ADROITINFO.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADROITINFO.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADSL-SCR-01,Allied Digital Services Ltd,ADSL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADSL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADSL-PXW-01,Allied Digital Services Ltd,ADSL,Market data,ADSL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADSL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADVANCE-SCR-01,Advance Agrolife Ltd,ADVANCE,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADVANCE/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADVANCE-PXW-01,Advance Agrolife Ltd,ADVANCE,Market data,ADVANCE.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADVANCE.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADVANIHOTR-SCR-01,Advani Hotels & Resorts (India) Ltd,ADVANIHOTR,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADVANIHOTR/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADVANIHOTR-PXW-01,Advani Hotels & Resorts (India) Ltd,ADVANIHOTR,Market data,ADVANIHOTR.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADVANIHOTR.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADVENTHTL-SCR-01,Advent Hotels International Ltd,ADVENTHTL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADVENTHTL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADVENTHTL-PXW-01,Advent Hotels International Ltd,ADVENTHTL,Market data,ADVENTHTL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADVENTHTL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
ADVENZYMES-SCR-01,Advanced Enzyme Technologies Ltd,ADVENZYMES,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/ADVENZYMES/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
ADVENZYMES-PXW-01,Advanced Enzyme Technologies Ltd,ADVENZYMES,Market data,ADVENZYMES.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/ADVENZYMES.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AEGISLOG-SCR-01,Aegis Logistics Ltd,AEGISLOG,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AEGISLOG/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AEGISLOG-PXW-01,Aegis Logistics Ltd,AEGISLOG,Market data,AEGISLOG.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AEGISLOG.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AEGISVOPAK-SCR-01,Aegis Vopak Terminals Ltd,AEGISVOPAK,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AEGISVOPAK/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AEGISVOPAK-PXW-01,Aegis Vopak Terminals Ltd,AEGISVOPAK,Market data,AEGISVOPAK.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AEGISVOPAK.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AEPL-SCR-01,Artemis Electricals & Projects Ltd,AEPL,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AEPL/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AEPL-PXW-01,Artemis Electricals & Projects Ltd,AEPL,Market data,AEPL.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AEPL.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AEROENTER-SCR-01,Aeroflex Enterprises Ltd,AEROENTER,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AEROENTER/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AEROENTER-PXW-01,Aeroflex Enterprises Ltd,AEROENTER,Market data,AEROENTER.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AEROENTER.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AEROFLEX-SCR-01,Aeroflex Industries Ltd,AEROFLEX,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AEROFLEX/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AEROFLEX-PXW-01,Aeroflex Industries Ltd,AEROFLEX,Market data,AEROFLEX.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AEROFLEX.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AERONEU-SCR-01,Aeroflex Neu Ltd,AERONEU,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AERONEU/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AERONEU-PXW-01,Aeroflex Neu Ltd,AERONEU,Market data,AERONEU.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AERONEU.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AETHER-SCR-01,Aether Industries Ltd,AETHER,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AETHER/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AETHER-PXW-01,Aether Industries Ltd,AETHER,Market data,AETHER.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AETHER.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AFCONS-SCR-01,Afcons Infrastructure Ltd,AFCONS,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AFCONS/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AFCONS-PXW-01,Afcons Infrastructure Ltd,AFCONS,Market data,AFCONS.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AFCONS.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AFFLE-SCR-01,Affle 3i Ltd,AFFLE,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AFFLE/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AFFLE-PXW-01,Affle 3i Ltd,AFFLE,Market data,AFFLE.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AFFLE.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AGARIND-SCR-01,Agarwal Industrial Corporation Ltd,AGARIND,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AGARIND/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AGARIND-PXW-01,Agarwal Industrial Corporation Ltd,AGARIND,Market data,AGARIND.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AGARIND.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AGARWALEYE-SCR-01,Dr Agarwals Health Care Ltd,AGARWALEYE,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AGARWALEYE/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
AGARWALEYE-PXW-01,Dr Agarwals Health Care Ltd,AGARWALEYE,Market data,AGARWALEYE.NS split/dividend-adjusted weekly OHLCV,Yahoo Finance,2026-08-11,2021-08 to 2026-08,https://query1.finance.yahoo.com/v8/finance/chart/AGARWALEYE.NS?range=5y&interval=1wk,Secondary,2026-08-11,"Weinstein stage, 30/40w MA, relative strength, base, volume, liquidity",adjclose used for all stage arithmetic
AGI-SCR-01,AGI Greenpac Ltd,AGI,Aggregated financial statements,screener.in company page (n/a basis),screener.in,2026-08-11,,https://www.screener.in/company/AGI/,Secondary,2026-08-11,"Annual/quarterly P&L, balance sheet, cash flow, ratios, shareholding",Aggregator of audited filings - material claims to be confirmed against filings in Phase 2
